a,b,c,seed,model,metric,value
0.3,0.1,0.5,9724,eta,ACC,0.8890812250332889
0.3,0.1,0.5,9724,eta_bench,AUC,0.8409295251923733
0.3,0.1,0.5,9724,eta_bench,F,0.7137217140105923
0.3,0.1,0.5,9724,eta_bench,ACC,0.6041278295605859
0.3,0.1,0.5,2199,eta0,AUC,0.8384085875487011
0.3,0.1,0.5,2199,eta0,F,0.9230934710121544
0.3,0.1,0.5,2199,eta0,ACC,0.863990869317101
0.3,0.1,0.5,2199,eta0_bench,AUC,0.8384085875487011
0.3,0.1,0.5,2199,eta0_bench,F,0.8154679430658773
0.3,0.1,0.5,2199,eta0_bench,ACC,0.7213239490203538
0.3,0.1,0.5,2199,eta1,AUC,0.8365341772615464
0.3,0.1,0.5,2199,eta1,F,0.9410918745505835
0.3,0.1,0.5,2199,eta1,ACC,0.8909146778654102
0.3,0.1,0.5,2199,eta1_bench,AUC,0.6542305258681902
0.3,0.1,0.5,2199,eta1_bench,F,0.2294981012008622
0.3,0.1,0.5,2199,eta1_bench,ACC,0.231076513366793
0.3,0.1,0.5,2199,eta,AUC,0.8417416393114304
0.3,0.1,0.5,2199,eta,F,0.9385511467054969
0.3,0.1,0.5,2199,eta,ACC,0.8876165113182424
0.3,0.1,0.5,2199,eta_bench,AUC,0.8352464787630531
0.3,0.1,0.5,2199,eta_bench,F,0.7086834733893558
0.3,0.1,0.5,2199,eta_bench,ACC,0.5984021304926764
0.3,0.1,0.5,4112,eta0,AUC,0.8490020531225245
0.3,0.1,0.5,4112,eta0,F,0.9352592746544736
0.3,0.1,0.5,4112,eta0,ACC,0.881491344873502
0.3,0.1,0.5,4112,eta0_bench,AUC,0.8490020531225245
0.3,0.1,0.5,4112,eta0_bench,F,0.8200678989060731
0.3,0.1,0.5,4112,eta0_bench,ACC,0.7277915160738063
0.3,0.1,0.5,4112,eta1,AUC,0.8323520735039501
0.3,0.1,0.5,4112,eta1,F,0.9403687503460496
0.3,0.1,0.5,4112,eta1,ACC,0.8896855474751614
0.3,0.1,0.5,4112,eta1_bench,AUC,0.6935090974566185
0.3,0.1,0.5,4112,eta1_bench,F,0.17880515093941313
0.3,0.1,0.5,4112,eta1_bench,ACC,0.20311379698863055
0.3,0.1,0.5,4112,eta,AUC,0.8410309977333488
0.3,0.1,0.5,4112,eta,F,0.9389759514696324
0.3,0.1,0.5,4112,eta,ACC,0.8874833555259654
0.3,0.1,0.5,4112,eta_bench,AUC,0.8391779138672534
0.3,0.1,0.5,4112,eta_bench,F,0.6967049060288016
