a,b,c,seed,model,metric,value
0.3,0.1,0.5,5252,eta1_bench,F,0.005912786400591279
0.3,0.1,0.5,5252,eta1_bench,ACC,0.7262365153673926
0.3,0.1,0.5,5252,eta,AUC,0.8439167667225657
0.3,0.1,0.5,5252,eta,F,0.5480176211453744
0.3,0.1,0.5,5252,eta,ACC,0.8080628566083622
0.3,0.1,0.5,5252,eta_bench,AUC,0.8253313571729479
0.3,0.1,0.5,5252,eta_bench,F,0.05098174302445746
0.3,0.1,0.5,5252,eta_bench,ACC,0.7423066130390048
0.3,0.1,0.5,2805,eta0,AUC,0.8407537453776004
0.3,0.1,0.5,2805,eta0,F,0.5310110450297366
0.3,0.1,0.5,2805,eta0,ACC,0.8089304257528557
0.3,0.1,0.5,2805,eta0_bench,AUC,0.8407537453776004
0.3,0.1,0.5,2805,eta0_bench,F,0.09290322580645162
0.3,0.1,0.5,2805,eta0_bench,ACC,0.7566632052613361
0.3,0.1,0.5,2805,eta1,AUC,0.8294346978557505
0.3,0.1,0.5,2805,eta1,F,0.5581999134573777
0.3,0.1,0.5,2805,eta1,ACC,0.792184001628333
0.3,0.1,0.5,2805,eta1_bench,AUC,0.47060257463024946
0.3,0.1,0.5,2805,eta1_bench,F,0.013235294117647057
0.3,0.1,0.5,2805,eta1_bench,ACC,0.7268471402401792
0.3,0.1,0.5,2805,eta,AUC,0.8459243045175353
0.3,0.1,0.5,2805,eta,F,0.5454149422783706
0.3,0.1,0.5,2805,eta,ACC,0.8047890749228322
0.3,0.1,0.5,2805,eta_bench,AUC,0.8402703719373198
0.3,0.1,0.5,2805,eta_bench,F,0.040207972270363955
0.3,0.1,0.5,2805,eta_bench,ACC,0.7409971003647928
0.3,0.1,0.5,2479,eta0,AUC,0.833499488720206
0.3,0.1,0.5,2479,eta0,F,0.5416839485690584
0.3,0.1,0.5,2479,eta0,ACC,0.8087573554863274
0.3,0.1,0.5,2479,eta0_bench,AUC,0.833499488720206
0.3,0.1,0.5,2479,eta0_bench,F,0.13333333333333333
0.3,0.1,0.5,2479,eta0_bench,ACC,0.761509172724126
0.3,0.1,0.5,2479,eta1,AUC,0.8209281680989119
0.3,0.1,0.5,2479,eta1,F,0.545531914893617
0.3,0.1,0.5,2479,eta1,ACC,0.7826175452880114
0.3,0.1,0.5,2479,eta1_bench,AUC,0.49087947259432313
0.3,0.1,0.5,2479,eta1_bench,F,0.02906976744186046
0.3,0.1,0.5,2479,eta1_bench,ACC,0.7280683899857521
0.3,0.1,0.5,2479,eta,AUC,0.8412524683211446
0.3,0.1,0.5,2479,eta,F,0.5521342110851561
0.3,0.1,0.5,2479,eta,ACC,0.8027312692919278
0.3,0.1,0.5,2479,eta_bench,AUC,0.8360262577951139
0.3,0.1,0.5,2479,eta_bench,F,0.07452574525745258
0.3,0.1,0.5,2479,eta_bench,ACC,0.7444579552894959
0.3,0.1,0.5,6657,eta0,AUC,0.8369047513585616
0.3,0.1,0.5,6657,eta0,F,0.4961098398169337
0.3,0.1,0.5,6657,eta0,ACC,0.8094496365524403
0.3,0.1,0.5,6657,eta0_bench,AUC,0.8369047513585616
0.3,0.1,0.5,6657,eta0_bench,F,0.08819714656290531
0.3,0.1,0.5,6657,eta0_bench,ACC,0.7566632052613361
0.3,0.1,0.5,6657,eta1,AUC,0.8320094529014718
0.3,0.1,0.5,6657,eta1,F,0.5373936408419168
0.3,0.1,0.5,6657,eta1,ACC,0.7897415021371871
0.3,0.1,0.5,6657,eta1_bench,AUC,0.48304975460893423
0.3,0.1,0.5,6657,eta1_bench,F,0.008856088560885609
0.3,0.1,0.5,6657,eta1_bench,ACC,0.726643598615917
0.3,0.1,0.5,6657,eta,AUC,0.8485051603585594
0.3,0.1,0.5,6657,eta,F,0.5227795674183157
0.3,0.1,0.5,6657,eta,ACC,0.8060050509774577
0.3,0.1,0.5,6657,eta_bench,AUC,0.8333708448987729
0.3,0.1,0.5,6657,eta_bench,F,0.04702627939142462
0.3,0.1,0.5,6657,eta_bench,ACC,0.7422130764194182
0.3,0.1,0.5,916,eta0,AUC,0.8308603548079284
0.3,0.1,0.5,916,eta0,F,0.5481481481481482
0.3,0.1,0.5,916,eta0,ACC,0.8099688473520249
0.3,0.1,0.5,916,eta0_bench,AUC,0.8308603548079284
0.3,0.1,0.5,916,eta0_bench,F,0.1384518565135305
0.3,0.1,0.5,916,eta0_bench,ACC,0.7630668051228799
0.3,0.1,0.5,916,eta1,AUC,0.8165771461422561
0.3,0.1,0.5,916,eta1,F,0.5277161862527716
0.3,0.1,0.5,916,eta1,ACC,0.7832281701607979
0.3,0.1,0.5,916,eta1_bench,AUC,0.46602754336878377
0.3,0.1,0.5,916,eta1_bench,F,0.014673514306676448
0.3,0.1,0.5,916,eta1_bench,ACC,0.726643598615917
0.3,0.1,0.5,916,eta,AUC,0.8494162178058305
0.3,0.1,0.5,916,eta,F,0.5517393218846323
0.3,0.1,0.5,916,eta,ACC,0.8095594425217473
0.3,0.1,0.5,916,eta_bench,AUC,0.8303264994628103
0.3,0.1,0.5,916,eta_bench,F,0.05226960110041265
0.3,0.1,0.5,916,eta_bench,ACC,0.7422130764194182
0.3,0.1,0.5,286,eta0,AUC,0.8360929048538677
0.3,0.1,0.5,286,eta0,F,0.5567612687813022
0.3,0.1,0.5,286,eta0,ACC,0.8161993769470405
0.3,0.1,0.5,286,eta0_bench,AUC,0.8360929048538677
0.3,0.1,0.5,286,eta0_bench,F,0.0978750804893754
0.3,0.1,0.5,286,eta0_bench,ACC,0.7575285565939771
0.3,0.1,0.5,286,eta1,AUC,0.8399194564872846
0.3,0.1,0.5,286,eta1,F,0.5806451612903225
0.3,0.1,0.5,286,eta1,ACC,0.7936087929981681
